compound,A,B1,B2,X,nA,nB1,nB2,nX,rA (Ang),rB1 (Ang),rB2 (Ang),rB (Ang),rX (Ang),t,tau,t_pred,tau_pred,tau_prob
MA2CoCrBr6,MA,Co,Cr,Br,1,2,2,-1,2.17,0.74,0.8,0.7725,1.96,1.07,4.26,-1,-1,0.5
MA2CoCsBr6,MA,Co,Cs,Br,1,3,1,-1,2.17,0.61,1.67,1.14,1.96,0.94,3.68,1,1,0.75
MA2CoCuBr6,MA,Co,Cu,Br,1,2,2,-1,2.17,0.74,0.73,0.7375,1.96,1.08,4.38,-1,-1,0.44
MA2CoDyBr6,MA,Co,Dy,Br,1,2,2,-1,2.17,0.74,1.07,0.9075,1.96,1.02,3.9,1,1,0.66
MA2CoEuBr6,MA,Co,Eu,Br,1,2,2,-1,2.17,0.74,1.17,0.9575,1.96,1.0,3.82,1,1,0.7
MA2CoFeBr6,MA,Co,Fe,Br,1,2,2,-1,2.17,0.74,0.78,0.7625,1.96,1.07,4.29,-1,-1,0.48
MA2CoFrBr6,MA,Co,Fr,Br,1,3,1,-1,2.17,0.61,1.8,1.205,1.96,0.92,3.69,1,1,0.75
MA2CoGeBr6,MA,Co,Ge,Br,1,2,2,-1,2.17,0.74,0.73,0.7375,1.96,1.08,4.38,-1,-1,0.44
MA2CoHgBr6,MA,Co,Hg,Br,1,2,2,-1,2.17,0.74,1.02,0.8825000000000001,1.96,1.03,3.95,1,1,0.64
MA2CoKBr6,MA,Co,K,Br,1,3,1,-1,2.17,0.61,1.38,0.9949999999999999,1.96,0.99,3.77,1,1,0.72
MA2CoLiBr6,MA,Co,Li,Br,1,3,1,-1,2.17,0.61,0.76,0.685,1.96,1.1,4.61,-1,-1,0.34
MA2CoMgBr6,MA,Co,Mg,Br,1,2,2,-1,2.17,0.74,0.72,0.7324999999999999,1.96,1.08,4.4,-1,-1,0.43
MA2CoMnBr6,MA,Co,Mn,Br,1,2,2,-1,2.17,0.74,0.83,0.7875,1.96,1.06,4.21,-1,-1,0.52
MA2CoNaBr6,MA,Co,Na,Br,1,3,1,-1,2.17,0.61,1.02,0.815,1.96,1.05,4.12,1,1,0.56
MA2CoNdBr6,MA,Co,Nd,Br,1,2,2,-1,2.17,0.74,1.29,1.0175,1.96,0.98,3.74,1,1,0.73
MA2CoNiBr6,MA,Co,Ni,Br,1,2,2,-1,2.17,0.74,0.69,0.7175,1.96,1.09,4.46,-1,-1,0.4
MA2CoNoBr6,MA,Co,No,Br,1,2,2,-1,2.17,0.74,1.1,0.9225000000000001,1.96,1.01,3.87,1,1,0.68
MA2CoNpBr6,MA,Co,Np,Br,1,2,2,-1,2.17,0.74,1.1,0.9225000000000001,1.96,1.01,3.87,1,1,0.68
MA2CoPbBr6,MA,Co,Pb,Br,1,2,2,-1,2.17,0.74,1.19,0.9675,1.96,1.0,3.8,1,1,0.71
MA2CoPdBr6,MA,Co,Pd,Br,1,3,1,-1,2.17,0.61,0.59,0.6,1.96,1.14,5.08,-1,-1,0.18
MA2CoPtBr6,MA,Co,Pt,Br,1,2,2,-1,2.17,0.74,0.8,0.7725,1.96,1.07,4.26,-1,-1,0.5
MA2CoRaBr6,MA,Co,Ra,Br,1,2,2,-1,2.17,0.74,1.48,1.1125,1.96,0.95,3.68,1,1,0.75
MA2CoRbBr6,MA,Co,Rb,Br,1,3,1,-1,2.17,0.61,1.52,1.065,1.96,0.97,3.7,1,1,0.74
MA2CoSmBr6,MA,Co,Sm,Br,1,2,2,-1,2.17,0.74,1.22,0.9824999999999999,1.96,0.99,3.78,1,1,0.71
MA2CoSnBr6,MA,Co,Sn,Br,1,2,2,-1,2.17,0.74,1.15,0.9475,1.96,1.0,3.83,1,1,0.69
MA2CoSrBr6,MA,Co,Sr,Br,1,2,2,-1,2.17,0.74,1.18,0.9624999999999999,1.96,1.0,3.81,1,1,0.7
MA2CoTiBr6,MA,Co,Ti,Br,1,2,2,-1,2.17,0.74,0.86,0.8025,1.96,1.06,4.16,1,1,0.54
MA2CoTlBr6,MA,Co,Tl,Br,1,3,1,-1,2.17,0.61,1.5,1.055,1.96,0.97,3.71,1,1,0.74
MA2CoTmBr6,MA,Co,Tm,Br,1,2,2,-1,2.17,0.74,1.03,0.8875,1.96,1.03,3.94,1,1,0.65
MA2CoVBr6,MA,Co,V,Br,1,2,2,-1,2.17,0.74,0.79,0.7675000000000001,1.96,1.07,4.27,-1,-1,0.49
MA2CoYbBr6,MA,Co,Yb,Br,1,2,2,-1,2.17,0.74,1.02,0.8825000000000001,1.96,1.03,3.95,1,1,0.64
MA2CoZnBr6,MA,Co,Zn,Br,1,2,2,-1,2.17,0.74,0.74,0.7424999999999999,1.96,1.08,4.36,-1,-1,0.45
MA2CrCsBr6,MA,Cr,Cs,Br,1,3,1,-1,2.17,0.62,1.67,1.1425,1.96,0.94,3.68,1,1,0.75
MA2CrCuBr6,MA,Cr,Cu,Br,1,3,1,-1,2.17,0.62,0.77,0.6925,1.96,1.1,4.57,-1,-1,0.35
MA2CrDyBr6,MA,Cr,Dy,Br,1,2,2,-1,2.17,0.8,1.07,0.935,1.96,1.01,3.85,1,1,0.68
MA2CrEuBr6,MA,Cr,Eu,Br,1,2,2,-1,2.17,0.8,1.17,0.985,1.96,0.99,3.78,1,1,0.71
MA2CrFeBr6,MA,Cr,Fe,Br,1,2,2,-1,2.17,0.8,0.78,0.79,1.96,1.06,4.2,-1,-1,0.52
MA2CrFrBr6,MA,Cr,Fr,Br,1,3,1,-1,2.17,0.62,1.8,1.2075,1.96,0.92,3.69,1,1,0.75
MA2CrGeBr6,MA,Cr,Ge,Br,1,2,2,-1,2.17,0.8,0.73,0.765,1.96,1.07,4.28,-1,-1,0.48
MA2CrHgBr6,MA,Cr,Hg,Br,1,3,1,-1,2.17,0.62,1.19,0.9025,1.96,1.02,3.91,1,1,0.66
MA2CrKBr6,MA,Cr,K,Br,1,3,1,-1,2.17,0.62,1.38,0.9974999999999999,1.96,0.99,3.76,1,1,0.72
MA2CrLiBr6,MA,Cr,Li,Br,1,3,1,-1,2.17,0.62,0.76,0.6875,1.96,1.1,4.6,-1,-1,0.34
MA2CrMgBr6,MA,Cr,Mg,Br,1,2,2,-1,2.17,0.8,0.72,0.76,1.96,1.07,4.3,-1,-1,0.48
MA2CrMnBr6,MA,Cr,Mn,Br,1,2,2,-1,2.17,0.8,0.83,0.815,1.96,1.05,4.12,1,1,0.56
MA2CrNaBr6,MA,Cr,Na,Br,1,3,1,-1,2.17,0.62,1.02,0.8175,1.96,1.05,4.12,1,1,0.56
MA2CrNdBr6,MA,Cr,Nd,Br,1,2,2,-1,2.17,0.8,1.29,1.045,1.96,0.97,3.72,1,1,0.74
MA2CrNiBr6,MA,Cr,Ni,Br,1,2,2,-1,2.17,0.8,0.69,0.745,1.96,1.08,4.36,-1,-1,0.45
MA2CrNoBr6,MA,Cr,No,Br,1,2,2,-1,2.17,0.8,1.1,0.9500000000000001,1.96,1.0,3.83,1,1,0.69
MA2CrNpBr6,MA,Cr,Np,Br,1,2,2,-1,2.17,0.8,1.1,0.9500000000000001,1.96,1.0,3.83,1,1,0.69
MA2CrPbBr6,MA,Cr,Pb,Br,1,2,2,-1,2.17,0.8,1.19,0.995,1.96,0.99,3.77,1,1,0.72
MA2CrPdBr6,MA,Cr,Pd,Br,1,3,1,-1,2.17,0.62,0.59,0.6025,1.96,1.14,5.06,-1,-1,0.19
MA2CrPtBr6,MA,Cr,Pt,Br,1,2,2,-1,2.17,0.8,0.8,0.8,1.96,1.06,4.17,1,1,0.54
MA2CrRaBr6,MA,Cr,Ra,Br,1,2,2,-1,2.17,0.8,1.48,1.1400000000000001,1.96,0.94,3.68,1,1,0.75
MA2CrRbBr6,MA,Cr,Rb,Br,1,3,1,-1,2.17,0.62,1.52,1.0675,1.96,0.96,3.7,1,1,0.74
MA2CrSmBr6,MA,Cr,Sm,Br,1,2,2,-1,2.17,0.8,1.22,1.01,1.96,0.98,3.75,1,1,0.73
MA2CrSnBr6,MA,Cr,Sn,Br,1,2,2,-1,2.17,0.8,1.15,0.975,1.96,1.0,3.79,1,1,0.71
MA2CrSrBr6,MA,Cr,Sr,Br,1,2,2,-1,2.17,0.8,1.18,0.99,1.96,0.99,3.77,1,1,0.72
MA2CrTiBr6,MA,Cr,Ti,Br,1,2,2,-1,2.17,0.8,0.86,0.8300000000000001,1.96,1.05,4.08,1,1,0.58
MA2CrTlBr6,MA,Cr,Tl,Br,1,3,1,-1,2.17,0.62,1.5,1.0575,1.96,0.97,3.71,1,1,0.74
MA2CrTmBr6,MA,Cr,Tm,Br,1,2,2,-1,2.17,0.8,1.03,0.915,1.96,1.02,3.89,1,1,0.67
MA2CrVBr6,MA,Cr,V,Br,1,2,2,-1,2.17,0.8,0.79,0.795,1.96,1.06,4.18,-1,-1,0.53
MA2CrYbBr6,MA,Cr,Yb,Br,1,2,2,-1,2.17,0.8,1.02,0.91,1.96,1.02,3.9,1,1,0.67
MA2CrZnBr6,MA,Cr,Zn,Br,1,2,2,-1,2.17,0.8,0.74,0.77,1.96,1.07,4.27,-1,-1,0.49
MA2CsCuBr6,MA,Cs,Cu,Br,1,1,3,-1,2.17,1.67,0.54,1.105,1.96,0.95,3.68,1,1,0.75
MA2CsDyBr6,MA,Cs,Dy,Br,1,1,3,-1,2.17,1.67,0.91,1.291,1.96,0.9,3.75,1,1,0.72
MA2CsErBr6,MA,Cs,Er,Br,1,1,3,-1,2.17,1.67,0.89,1.28,1.96,0.9,3.74,1,1,0.73
MA2CsEuBr6,MA,Cs,Eu,Br,1,1,3,-1,2.17,1.67,0.95,1.3085,1.96,0.89,3.78,1,1,0.72
MA2CsFeBr6,MA,Cs,Fe,Br,1,1,3,-1,2.17,1.67,0.64,1.1575,1.96,0.94,3.68,1,1,0.75
MA2CsGaBr6,MA,Cs,Ga,Br,1,1,3,-1,2.17,1.67,0.62,1.145,1.96,0.94,3.68,1,1,0.75
MA2CsGdBr6,MA,Cs,Gd,Br,1,1,3,-1,2.17,1.67,0.94,1.3039999999999998,1.96,0.89,3.77,1,1,0.72
MA2CsHoBr6,MA,Cs,Ho,Br,1,1,3,-1,2.17,1.67,0.9,1.2854999999999999,1.96,0.9,3.75,1,1,0.73
MA2CsInBr6,MA,Cs,In,Br,1,1,3,-1,2.17,1.67,0.8,1.2349999999999999,1.96,0.91,3.7,1,1,0.74
MA2CsIrBr6,MA,Cs,Ir,Br,1,1,3,-1,2.17,1.67,0.68,1.175,1.96,0.93,3.68,1,1,0.75
MA2CsLaBr6,MA,Cs,La,Br,1,1,3,-1,2.17,1.67,1.03,1.351,1.96,0.88,3.84,1,1,0.69
MA2CsLuBr6,MA,Cs,Lu,Br,1,1,3,-1,2.17,1.67,0.86,1.2654999999999998,1.96,0.91,3.73,1,1,0.73
MA2CsMnBr6,MA,Cs,Mn,Br,1,1,3,-1,2.17,1.67,0.64,1.1575,1.96,0.94,3.68,1,1,0.75
MA2CsMoBr6,MA,Cs,Mo,Br,1,1,3,-1,2.17,1.67,0.69,1.18,1.96,0.93,3.68,1,1,0.75
MA2CsNBr6,MA,Cs,N,Br,1,1,3,-1,2.17,1.67,0.16,0.9149999999999999,1.96,1.02,3.89,1,1,0.67
MA2CsNbBr6,MA,Cs,Nb,Br,1,1,3,-1,2.17,1.67,0.72,1.1949999999999998,1.96,0.93,3.68,1,1,0.75
MA2CsNdBr6,MA,Cs,Nd,Br,1,1,3,-1,2.17,1.67,0.98,1.3265,1.96,0.89,3.8,1,1,0.71
MA2CsNiBr6,MA,Cs,Ni,Br,1,1,3,-1,2.17,1.67,0.6,1.135,1.96,0.94,3.68,1,1,0.75
MA2CsNpBr6,MA,Cs,Np,Br,1,1,3,-1,2.17,1.67,1.01,1.3399999999999999,1.96,0.88,3.82,1,1,0.7
MA2CsPBr6,MA,Cs,P,Br,1,1,3,-1,2.17,1.67,0.44,1.055,1.96,0.97,3.71,1,1,0.74
MA2CsPaBr6,MA,Cs,Pa,Br,1,1,3,-1,2.17,1.67,1.04,1.355,1.96,0.88,3.85,1,1,0.69
MA2CsPdBr6,MA,Cs,Pd,Br,1,1,3,-1,2.17,1.67,0.76,1.2149999999999999,1.96,0.92,3.69,1,1,0.75
MA2CsPmBr6,MA,Cs,Pm,Br,1,1,3,-1,2.17,1.67,0.97,1.3199999999999998,1.96,0.89,3.79,1,1,0.71
MA2CsPrBr6,MA,Cs,Pr,Br,1,1,3,-1,2.17,1.67,0.99,1.33,1.96,0.89,3.81,1,1,0.7
MA2CsPuBr6,MA,Cs,Pu,Br,1,1,3,-1,2.17,1.67,1.0,1.335,1.96,0.89,3.81,1,1,0.7
MA2CsRhBr6,MA,Cs,Rh,Br,1,1,3,-1,2.17,1.67,0.66,1.1675,1.96,0.93,3.68,1,1,0.75
MA2CsRuBr6,MA,Cs,Ru,Br,1,1,3,-1,2.17,1.67,0.68,1.175,1.96,0.93,3.68,1,1,0.75
MA2CsSbBr6,MA,Cs,Sb,Br,1,1,3,-1,2.17,1.67,0.76,1.2149999999999999,1.96,0.92,3.69,1,1,0.75
MA2CsScBr6,MA,Cs,Sc,Br,1,1,3,-1,2.17,1.67,0.74,1.2075,1.96,0.92,3.69,1,1,0.75
MA2CsSmBr6,MA,Cs,Sm,Br,1,1,3,-1,2.17,1.67,0.96,1.314,1.96,0.89,3.78,1,1,0.71
MA2CsTaBr6,MA,Cs,Ta,Br,1,1,3,-1,2.17,1.67,0.72,1.1949999999999998,1.96,0.93,3.68,1,1,0.75
MA2CsTbBr6,MA,Cs,Tb,Br,1,1,3,-1,2.17,1.67,0.92,1.2965,1.96,0.9,3.76,1,1,0.72
MA2CsTiBr6,MA,Cs,Ti,Br,1,1,3,-1,2.17,1.67,0.67,1.17,1.96,0.93,3.68,1,1,0.75
MA2CsTlBr6,MA,Cs,Tl,Br,1,1,3,-1,2.17,1.67,0.88,1.2774999999999999,1.96,0.9,3.74,1,1,0.73
MA2CsTmBr6,MA,Cs,Tm,Br,1,1,3,-1,2.17,1.67,0.88,1.275,1.96,0.9,3.74,1,1,0.73
MA2CsUBr6,MA,Cs,U,Br,1,1,3,-1,2.17,1.67,1.02,1.3475,1.96,0.88,3.83,1,1,0.69
MA2CsVBr6,MA,Cs,V,Br,1,1,3,-1,2.17,1.67,0.64,1.155,1.96,0.94,3.68,1,1,0.75
MA2CsYBr6,MA,Cs,Y,Br,1,1,3,-1,2.17,1.67,0.9,1.285,1.96,0.9,3.75,1,1,0.73
MA2CsYbBr6,MA,Cs,Yb,Br,1,1,3,-1,2.17,1.67,0.87,1.269,1.96,0.9,3.73,1,1,0.73
MA2CuDyBr6,MA,Cu,Dy,Br,1,1,3,-1,2.17,0.77,0.91,0.841,1.96,1.04,4.05,1,1,0.59
MA2CuErBr6,MA,Cu,Er,Br,1,1,3,-1,2.17,0.77,0.89,0.8300000000000001,1.96,1.05,4.08,1,1,0.58
MA2CuEuBr6,MA,Cu,Eu,Br,1,1,3,-1,2.17,0.77,0.95,0.8585,1.96,1.04,4.01,1,1,0.62
MA2CuFeBr6,MA,Cu,Fe,Br,1,2,2,-1,2.17,0.73,0.78,0.755,1.96,1.08,4.32,-1,-1,0.47
MA2CuFrBr6,MA,Cu,Fr,Br,1,3,1,-1,2.17,0.54,1.8,1.17,1.96,0.93,3.68,1,1,0.75
MA2CuGaBr6,MA,Cu,Ga,Br,1,1,3,-1,2.17,0.77,0.62,0.6950000000000001,1.96,1.1,4.56,-1,-1,0.36
MA2CuGdBr6,MA,Cu,Gd,Br,1,1,3,-1,2.17,0.77,0.94,0.854,1.96,1.04,4.02,1,1,0.61
MA2CuGeBr6,MA,Cu,Ge,Br,1,2,2,-1,2.17,0.73,0.73,0.73,1.96,1.09,4.41,-1,-1,0.42
MA2CuHgBr6,MA,Cu,Hg,Br,1,2,2,-1,2.17,0.73,1.02,0.875,1.96,1.03,3.97,1,1,0.63
MA2CuHoBr6,MA,Cu,Ho,Br,1,1,3,-1,2.17,0.77,0.9,0.8355,1.96,1.04,4.07,1,1,0.59
MA2CuInBr6,MA,Cu,In,Br,1,1,3,-1,2.17,0.77,0.8,0.785,1.96,1.06,4.22,-1,-1,0.52
MA2CuIrBr6,MA,Cu,Ir,Br,1,1,3,-1,2.17,0.77,0.68,0.7250000000000001,1.96,1.09,4.43,-1,-1,0.41
MA2CuKBr6,MA,Cu,K,Br,1,3,1,-1,2.17,0.54,1.38,0.96,1.96,1.0,3.81,1,1,0.7
MA2CuLaBr6,MA,Cu,La,Br,1,1,3,-1,2.17,0.77,1.03,0.901,1.96,1.02,3.92,1,1,0.66
MA2CuLiBr6,MA,Cu,Li,Br,1,3,1,-1,2.17,0.54,0.76,0.65,1.96,1.12,4.78,-1,-1,0.27
MA2CuLuBr6,MA,Cu,Lu,Br,1,1,3,-1,2.17,0.77,0.86,0.8155,1.96,1.05,4.12,1,1,0.56
MA2CuMgBr6,MA,Cu,Mg,Br,1,2,2,-1,2.17,0.73,0.72,0.725,1.96,1.09,4.43,-1,-1,0.41
MA2CuMnBr6,MA,Cu,Mn,Br,1,1,3,-1,2.17,0.77,0.64,0.7075,1.96,1.09,4.51,-1,-1,0.38
MA2CuMoBr6,MA,Cu,Mo,Br,1,1,3,-1,2.17,0.77,0.69,0.73,1.96,1.09,4.41,-1,-1,0.42
MA2CuNBr6,MA,Cu,N,Br,1,1,3,-1,2.17,0.77,0.16,0.465,1.96,1.2,6.24,-1,-1,0.04
MA2CuNaBr6,MA,Cu,Na,Br,1,3,1,-1,2.17,0.54,1.02,0.78,1.96,1.07,4.23,-1,-1,0.51
MA2CuNbBr6,MA,Cu,Nb,Br,1,1,3,-1,2.17,0.77,0.72,0.745,1.96,1.08,4.36,-1,-1,0.45
MA2CuNdBr6,MA,Cu,Nd,Br,1,1,3,-1,2.17,0.77,0.98,0.8765000000000001,1.96,1.03,3.97,1,1,0.63
MA2CuNiBr6,MA,Cu,Ni,Br,1,2,2,-1,2.17,0.73,0.69,0.71,1.96,1.09,4.5,-1,-1,0.39
MA2CuNoBr6,MA,Cu,No,Br,1,2,2,-1,2.17,0.73,1.1,0.915,1.96,1.02,3.89,1,1,0.67
MA2CuNpBr6,MA,Cu,Np,Br,1,1,3,-1,2.17,0.77,1.01,0.89,1.96,1.02,3.94,1,1,0.65
MA2CuPBr6,MA,Cu,P,Br,1,1,3,-1,2.17,0.77,0.44,0.605,1.96,1.14,5.05,-1,-1,0.19
MA2CuPaBr6,MA,Cu,Pa,Br,1,1,3,-1,2.17,0.77,1.04,0.905,1.96,1.02,3.91,1,1,0.66
MA2CuPbBr6,MA,Cu,Pb,Br,1,2,2,-1,2.17,0.73,1.19,0.96,1.96,1.0,3.81,1,1,0.7
MA2CuPdBr6,MA,Cu,Pd,Br,1,3,1,-1,2.17,0.54,0.59,0.565,1.96,1.16,5.32,-1,-1,0.13
MA2CuPmBr6,MA,Cu,Pm,Br,1,1,3,-1,2.17,0.77,0.97,0.87,1.96,1.03,3.98,1,1,0.63
MA2CuPrBr6,MA,Cu,Pr,Br,1,1,3,-1,2.17,0.77,0.99,0.88,1.96,1.03,3.96,1,1,0.64
MA2CuPtBr6,MA,Cu,Pt,Br,1,2,2,-1,2.17,0.73,0.8,0.765,1.96,1.07,4.28,-1,-1,0.48
MA2CuPuBr6,MA,Cu,Pu,Br,1,1,3,-1,2.17,0.77,1.0,0.885,1.96,1.03,3.95,1,1,0.64
MA2CuRaBr6,MA,Cu,Ra,Br,1,2,2,-1,2.17,0.73,1.48,1.105,1.96,0.95,3.68,1,1,0.75
MA2CuRbBr6,MA,Cu,Rb,Br,1,3,1,-1,2.17,0.54,1.52,1.03,1.96,0.98,3.73,1,1,0.73
MA2CuRhBr6,MA,Cu,Rh,Br,1,1,3,-1,2.17,0.77,0.66,0.7175,1.96,1.09,4.46,-1,-1,0.4
MA2CuRuBr6,MA,Cu,Ru,Br,1,1,3,-1,2.17,0.77,0.68,0.7250000000000001,1.96,1.09,4.43,-1,-1,0.41
MA2CuSbBr6,MA,Cu,Sb,Br,1,1,3,-1,2.17,0.77,0.76,0.765,1.96,1.07,4.28,-1,-1,0.48
MA2CuScBr6,MA,Cu,Sc,Br,1,1,3,-1,2.17,0.77,0.74,0.7575000000000001,1.96,1.07,4.31,-1,-1,0.47
MA2CuSmBr6,MA,Cu,Sm,Br,1,1,3,-1,2.17,0.77,0.96,0.864,1.96,1.03,4.0,1,1,0.62
MA2CuSnBr6,MA,Cu,Sn,Br,1,2,2,-1,2.17,0.73,1.15,0.94,1.96,1.01,3.84,1,1,0.69
MA2CuSrBr6,MA,Cu,Sr,Br,1,2,2,-1,2.17,0.73,1.18,0.955,1.96,1.0,3.82,1,1,0.7
MA2CuTaBr6,MA,Cu,Ta,Br,1,1,3,-1,2.17,0.77,0.72,0.745,1.96,1.08,4.36,-1,-1,0.45
MA2CuTbBr6,MA,Cu,Tb,Br,1,1,3,-1,2.17,0.77,0.92,0.8465,1.96,1.04,4.04,1,1,0.6
MA2CuTiBr6,MA,Cu,Ti,Br,1,1,3,-1,2.17,0.77,0.67,0.72,1.96,1.09,4.45,-1,-1,0.4
MA2CuTlBr6,MA,Cu,Tl,Br,1,1,3,-1,2.17,0.77,0.88,0.8275,1.96,1.05,4.09,1,1,0.58
MA2CuTmBr6,MA,Cu,Tm,Br,1,1,3,-1,2.17,0.77,0.88,0.825,1.96,1.05,4.1,1,1,0.57
MA2CuUBr6,MA,Cu,U,Br,1,1,3,-1,2.17,0.77,1.02,0.8975,1.96,1.02,3.92,1,1,0.65
MA2CuVBr6,MA,Cu,V,Br,1,1,3,-1,2.17,0.77,0.64,0.7050000000000001,1.96,1.1,4.52,-1,-1,0.38
MA2CuYBr6,MA,Cu,Y,Br,1,1,3,-1,2.17,0.77,0.9,0.835,1.96,1.04,4.07,1,1,0.59
MA2CuYbBr6,MA,Cu,Yb,Br,1,1,3,-1,2.17,0.77,0.87,0.819,1.96,1.05,4.11,1,1,0.57
MA2CuZnBr6,MA,Cu,Zn,Br,1,2,2,-1,2.17,0.73,0.74,0.735,1.96,1.08,4.39,-1,-1,0.43
MA2DyEuBr6,MA,Dy,Eu,Br,1,2,2,-1,2.17,1.07,1.17,1.12,1.96,0.95,3.68,1,1,0.75
MA2DyFeBr6,MA,Dy,Fe,Br,1,2,2,-1,2.17,1.07,0.78,0.925,1.96,1.01,3.87,1,1,0.68
MA2DyFrBr6,MA,Dy,Fr,Br,1,3,1,-1,2.17,0.91,1.8,1.356,1.96,0.88,3.85,1,1,0.69
MA2DyGeBr6,MA,Dy,Ge,Br,1,2,2,-1,2.17,1.07,0.73,0.9,1.96,1.02,3.92,1,1,0.66
MA2DyHgBr6,MA,Dy,Hg,Br,1,3,1,-1,2.17,0.91,1.19,1.051,1.96,0.97,3.71,1,1,0.74
MA2DyKBr6,MA,Dy,K,Br,1,3,1,-1,2.17,0.91,1.38,1.146,1.96,0.94,3.68,1,1,0.75
MA2DyLiBr6,MA,Dy,Li,Br,1,3,1,-1,2.17,0.91,0.76,0.8360000000000001,1.96,1.04,4.07,1,1,0.59
MA2DyMgBr6,MA,Dy,Mg,Br,1,2,2,-1,2.17,1.07,0.72,0.895,1.96,1.02,3.93,1,1,0.65
MA2DyMnBr6,MA,Dy,Mn,Br,1,2,2,-1,2.17,1.07,0.83,0.95,1.96,1.0,3.83,1,1,0.69
MA2DyNaBr6,MA,Dy,Na,Br,1,3,1,-1,2.17,0.91,1.02,0.966,1.96,1.0,3.8,1,1,0.7
MA2DyNdBr6,MA,Dy,Nd,Br,1,2,2,-1,2.17,1.07,1.29,1.1800000000000002,1.96,0.93,3.68,1,1,0.75
MA2DyNiBr6,MA,Dy,Ni,Br,1,2,2,-1,2.17,1.07,0.69,0.88,1.96,1.03,3.96,1,1,0.64
MA2DyNoBr6,MA,Dy,No,Br,1,2,2,-1,2.17,1.07,1.1,1.085,1.96,0.96,3.69,1,1,0.75
MA2DyNpBr6,MA,Dy,Np,Br,1,2,2,-1,2.17,1.07,1.1,1.085,1.96,0.96,3.69,1,1,0.75
MA2DyPbBr6,MA,Dy,Pb,Br,1,2,2,-1,2.17,1.07,1.19,1.13,1.96,0.95,3.68,1,1,0.75
MA2DyPdBr6,MA,Dy,Pd,Br,1,3,1,-1,2.17,0.91,0.59,0.751,1.96,1.08,4.33,-1,-1,0.46
MA2DyPtBr6,MA,Dy,Pt,Br,1,2,2,-1,2.17,1.07,0.8,0.935,1.96,1.01,3.85,1,1,0.68
MA2DyRaBr6,MA,Dy,Ra,Br,1,2,2,-1,2.17,1.07,1.48,1.275,1.96,0.9,3.74,1,1,0.73
MA2DyRbBr6,MA,Dy,Rb,Br,1,3,1,-1,2.17,0.91,1.52,1.216,1.96,0.92,3.69,1,1,0.75
MA2DySmBr6,MA,Dy,Sm,Br,1,2,2,-1,2.17,1.07,1.22,1.145,1.96,0.94,3.68,1,1,0.75
MA2DySnBr6,MA,Dy,Sn,Br,1,2,2,-1,2.17,1.07,1.15,1.1099999999999999,1.96,0.95,3.68,1,1,0.75
MA2DySrBr6,MA,Dy,Sr,Br,1,2,2,-1,2.17,1.07,1.18,1.125,1.96,0.95,3.68,1,1,0.75
MA2DyTiBr6,MA,Dy,Ti,Br,1,2,2,-1,2.17,1.07,0.86,0.9650000000000001,1.96,1.0,3.81,1,1,0.7
MA2DyTlBr6,MA,Dy,Tl,Br,1,3,1,-1,2.17,0.91,1.5,1.206,1.96,0.92,3.69,1,1,0.75
MA2DyTmBr6,MA,Dy,Tm,Br,1,2,2,-1,2.17,1.07,1.03,1.05,1.96,0.97,3.71,1,1,0.74
MA2DyVBr6,MA,Dy,V,Br,1,2,2,-1,2.17,1.07,0.79,0.93,1.96,1.01,3.86,1,1,0.68
MA2DyYbBr6,MA,Dy,Yb,Br,1,2,2,-1,2.17,1.07,1.02,1.045,1.96,0.97,3.72,1,1,0.74
MA2DyZnBr6,MA,Dy,Zn,Br,1,2,2,-1,2.17,1.07,0.74,0.905,1.96,1.02,3.91,1,1,0.66
MA2ErFrBr6,MA,Er,Fr,Br,1,3,1,-1,2.17,0.89,1.8,1.345,1.96,0.88,3.83,1,1,0.69
MA2ErHgBr6,MA,Er,Hg,Br,1,3,1,-1,2.17,0.89,1.19,1.04,1.96,0.97,3.72,1,1,0.74
MA2ErKBr6,MA,Er,K,Br,1,3,1,-1,2.17,0.89,1.38,1.135,1.96,0.94,3.68,1,1,0.75
MA2ErLiBr6,MA,Er,Li,Br,1,3,1,-1,2.17,0.89,0.76,0.825,1.96,1.05,4.1,1,1,0.57
MA2ErNaBr6,MA,Er,Na,Br,1,3,1,-1,2.17,0.89,1.02,0.9550000000000001,1.96,1.0,3.82,1,1,0.7
MA2ErPdBr6,MA,Er,Pd,Br,1,3,1,-1,2.17,0.89,0.59,0.74,1.96,1.08,4.37,-1,-1,0.44
MA2ErRbBr6,MA,Er,Rb,Br,1,3,1,-1,2.17,0.89,1.52,1.205,1.96,0.92,3.69,1,1,0.75
MA2ErTlBr6,MA,Er,Tl,Br,1,3,1,-1,2.17,0.89,1.5,1.195,1.96,0.93,3.68,1,1,0.75
MA2EuFeBr6,MA,Eu,Fe,Br,1,2,2,-1,2.17,1.17,0.78,0.975,1.96,1.0,3.79,1,1,0.71
MA2EuFrBr6,MA,Eu,Fr,Br,1,3,1,-1,2.17,0.95,1.8,1.3735,1.96,0.88,3.88,1,1,0.67
MA2EuGeBr6,MA,Eu,Ge,Br,1,2,2,-1,2.17,1.17,0.73,0.95,1.96,1.0,3.83,1,1,0.69
MA2EuHgBr6,MA,Eu,Hg,Br,1,3,1,-1,2.17,0.95,1.19,1.0685,1.96,0.96,3.7,1,1,0.74
